rank,name,genre,esrb_rating,platform,publisher,developer,global_sales,na_sales,pal_sales,jp_sales,other_sales,year,critic_score,user_score
10240,Kindergarten,Adventure,,PC,Unknown,Con Man Games,0.15,,,,,2003,,
10241,True or False,Puzzle,,PC,Unknown,Vladimir Maslov,0.15,,,,,2003,,
10245,Paranautical Activity,Action-Adventure,,PC,Unknown,Digerati Distribution,0.15,,,,,2010,,
10251,Rogue Port - Red Nightmare,Role-Playing,,PC,Unknown,Sunight Games,0.15,,,,,2010,,
10252,Sinister City,Adventure,,PC,Unknown,Jetdogs Studios,0.15,,,,,2010,,
10256,Organ Biker,Racing,,PC,Unknown,Screeching Wizard,0.15,,,,,2000,,
10257,Bus Simulator 16,Simulation,,PC,Astragon,stillalive studios,0.15,,,,,2017,46.0,6.1
10263,Running Sausage,Platform,,PC,Unknown,Unknown,0.15,,,,,2012,,
10270,The Fall,Misc,,PC,Over The Moon,Unknown,0.15,,,,,2014,,
10276,Blades of Time,Action-Adventure,,PC,Unknown,Gaijin Entertainment,0.15,,,,,2002,,
10283,Feed and Grow: Fish,Action-Adventure,,PC,Unknown,Old B1ood,0.15,,,,,2010,,
10285,Tempest: Pirate Action RPG,Role-Playing,,PC,Unknown,Unknown,0.15,,,,,2006,,
10296,Citadel: Forged with Fire,Role-Playing,,PC,Unknown,Blue Isle Studios,0.15,,,,,2005,,
10297,Two Digits,Puzzle,,PC,Unknown,Cleverweek,0.15,,,,,2005,,
10303,Before the Echo,Music,,PC,Unknown,Iridium Studios,0.15,,,,,2011,,
10317,Vessel,Misc,,PC,indiePub,Unknown,0.15,,,,,2012,,
10330,Fight The Dragon,Role-Playing,,PC,Unknown,3 Sprockets,0.15,,,,,2002,,
10333,UltraGoodness,Action,,PC,Unknown,Rasul Mono,0.15,,,,,2013,,
10334,Chip,Misc,,PC,Kiss,Unknown,0.15,,,,,2014,,
10335,The Crew,Racing,T,PC,Ubisoft,Ubisoft Reflections,0.15,,0.14,,0.01,2014,71.0,6.4
10337,Deadly Premonition: The Director's Cut,Action-Adventure,,PC,Unknown,Rising Star Games,0.15,,,,,2009,,
10344,Symphony,Music,,PC,Unknown,Empty Clip Studios,0.15,,,,,2015,,
10348,The Sims Medieval: Pirates and Nobles,Simulation,T,PC,Electronic Arts,The Sims Studio,0.15,0.05,0.08,,0.01,2011,,
10351,GemCraft - Chasing Shadows,Strategy,,PC,Unknown,Game in a Bottle,0.15,,,,,2004,,
10355,The Sims 3: Seasons,Simulation,T,PC,Electronic Arts,Maxis,0.15,,0.14,,0.01,2012,73.0,7.5
10357,Dead Rising 4,Action-Adventure,,PC,Capcom,Capcom,0.15,,,,,2016,,
10361,Plain Sight,Action,,PC,Beatnik Games,Beatnik Games,0.15,,,,,2010,,
10365,Darksiders,Action,M,PC,THQ,Vigil Games,0.15,0.07,0.06,,0.01,2010,83.0,7.8
10370,Zup! 3,Puzzle,,PC,Unknown,Quiet River,0.15,,,,,1999,,
10373,AaAaAA!!! - A Reckless Disregard for Gravity,Action,,PC,Unknown,Dejobaan Games,0.15,,,,,2012,,
10374,Football Manager Touch 2018,Simulation,,PC,Unknown,Sports Interactive,0.15,,,,,2012,,
10379,Wizorb,Action-Adventure,,PC,Unknown,Tribute Games,0.15,,,,,2004,,
10397,Shadows on the Vatican Act I: Greed,Adventure,,PC,Unknown,10th Art Studio,0.15,,,,,2008,,
10401,Outrunner,Platform,,PC,Unknown,Outcorp,0.15,,,,,2006,,
10402,DiRT 3,Racing,T,PC,Codemasters,Codemasters,0.15,,0.13,,0.02,2011,86.0,6.9
10414,Offspring Fling!,Action-Adventure,,PC,Unknown,Kyle Pulver,0.15,,,,,2005,,
10424,Reassembly,Action,,PC,Indie Voyage,Anisoptera Games,0.15,,,,,2015,,
10425,Toki Tori 2+,Puzzle,E,PC,Two Tribes,Two Tribes,0.15,,,,,2016,,
10431,Happy Room,Simulation,,PC,Unknown,Mana Potion Studios,0.15,,,,,2005,,
10434,Anomaly 2,Misc,,PC,11 bit studios,Unknown,0.15,,,,,2013,,
10440,Not a Hero,Misc,,PC,Devolver Digital,Unknown,0.15,,,,,2015,,
10458,FortressCraft Evolved,Strategy,,PC,Unknown,ProjectorGames,0.15,,,,,2011,,
10461,Battle Chasers: Nightwar,Role-Playing,T,PC,THQ Nordic,Airship Syndicate,0.15,,,,,2017,,
10468,We Happy Few,Action,,PC,Gearbox Software,Compulsion Games,0.15,,,,,2018,,
10469,Zeno Clash 2,Shooter,RP,PC,Unknown,ACE Team,0.15,,,,,2018,,
10471,The Final Station,Action-Adventure,,PC,Unknown,Oleg Sergeev,0.15,,,,,2011,,
10473,Cubemen,Strategy,,PC,Unknown,3 Sprockets,0.15,,,,,2005,,
10478,Three Digits,Puzzle,,PC,Unknown,Cleverweek,0.15,,,,,2001,,
10497,Secret of the Magic Crystals,Simulation,EC,PC,ArtwareGames,ArtwareGames Inc.,0.15,,,,,2010,,
10502,SUPER DISTRO,Platform,,PC,Unknown,KITATUS STUDIOS,0.14,,,,,2009,,
10506,Sonic The Hedgehog 4 Episode I,Misc,,PC,Sega,Unknown,0.14,,,,,2012,,
10514,Alien: Isolation,Adventure,M,PC,Sega,Creative Assembly,0.14,,0.14,,0.01,2014,81.0,8.4
10519,Galaxy on Fire 2 Full HD,Action-Adventure,,PC,Unknown,Fishlabs Entertainment,0.14,,,,,2001,,
10521,Urban Trial Freestyle,Platform,,PC,Unknown,Tate Multimedia,0.14,,,,,2017,,
10523,Sherlock Holmes: The Devil's Daughter,Adventure,T,PC,Bigben Interactive,Bigben Interactive,0.14,,,,,2016,65.0,7.3
10544,Colin McRae Rally,Racing,,PC,Codemasters,Codemasters,0.14,,,,,2000,,
10559,Kings under the hill,Strategy,,PC,Unknown,Ilya Gubin,0.14,,,,,2008,,
10562,Vanquish,Shooter,,PC,Sega,PlatinumGames,0.14,,,,,2017,,
10564,Enemy Mind,Shooter,,PC,Unknown,Schell Games,0.14,,,,,2004,,
10573,Immune - True Survival,Action-Adventure,,PC,Unknown,vidiludi games and entertainment,0.14,,,,,2007,,
10594,Anykey Simulator,Puzzle,,PC,Unknown,RiDeLy,0.14,,,,,2011,,
10600,Styx: Shards of Darkness,Action,M,PC,Focus Home Interactive,Cyanide Studio,0.14,,,,,2017,,
10605,Unholy Heights,Strategy,,PC,Unknown,Petit Depotto,0.14,,,,,2016,,
10606,Sherlock Holmes: Crimes & Punishments,Adventure,M,PC,Focus Home Interactive,Frogwares,0.14,,,,,2014,,
10611,PixelJunk Monsters Ultimate,Strategy,,PC,Unknown,Double Eleven,0.14,,,,,2002,,
10621,Ultimate General: Civil War,Strategy,,PC,Unknown,Game-Labs,0.14,,,,,2007,,
10629,The Chosen RPG,Role-Playing,,PC,Unknown,Little Big Lee,0.14,,,,,2002,,
10632,Battlefield: Hardline,Shooter,M,PC,Electronic Arts,EA DICE,0.14,,0.13,,0.01,2015,71.0,3.8
10643,Terrorhedron Tower Defense,Strategy,,PC,Dan Walters,Dan Walters,0.14,,,,,2014,,
10649,Redout: Enhanced Edition,Racing,,PC,Unknown,34BigThings srl,0.14,,,,,2002,,
10655,WWE 2K16,Sports,T,PC,2K Sports,Yuke's,0.14,,,,,2016,,
10718,The Darkness II,Shooter,M,PC,2K Games,Digital Extremes,0.14,0.1,0.03,,0.01,2012,77.0,7.6
10740,The Orange Box,Shooter,T,PC,Electronic Arts,Valve Software,0.14,,0.11,,0.02,2007,96.0,9.3
10742,Star Wars: Knights of the Old Republic,Role-Playing,T,PC,LucasArts,BioWare Corp.,0.14,0.01,0.11,,0.02,2003,93.0,9.0
10748,Serious Sam: Double D XXL,Shooter,,PC,Devolver Digital,Mommy's Best Games,0.14,,,,,2011,,
10761,Edna & Harvey: The Breakout,Adventure,,PC,Daedalic Entertainment,Daedalic Entertainment,0.14,,,,,2013,,
10764,Dragon Age: Origins - Ultimate Edition,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,0.14,,0.12,,0.01,2010,,
10788,Fairy Fencer F,Role-Playing,T,PC,Idea Factory International,Compile Heart,0.14,,,,,2015,,
10805,Teslagrad,Platform,,PC,Rain Games,Rain Games,0.14,,,,,2015,,
10835,Age of Empires: Collector's Edition,Strategy,,PC,Microsoft,Ensemble Studios,0.14,0.02,0.1,,0.01,2000,,8.0
10838,Risen,Role-Playing,M,PC,Deep Silver,Piranha Bytes,0.14,,0.12,,0.02,2009,77.0,8.1
10845,Tropico 5,Simulation,T,PC,Kalypso Media,Haemimont Games,0.14,0.04,0.09,,0.01,2015,75.0,7.0
10864,Front Mission Evolved,Shooter,T,PC,Square Enix,Double Helix Games,0.13,,,,,2010,63.0,5.1
10886,Mega Man Legacy Collection,Platform,E,PC,Capcom,Digital Eclipse Software,0.13,,,,,2015,,
10901,Red Orchestra 2: Heroes of Stalingrad,Shooter,M,PC,Tripwire Interactive,Tripwire Interactive,0.13,0.04,0.07,,0.02,2011,76.0,7.3
10905,Ridge Racer Unbounded,Racing,E,PC,Namco Bandai Games,Bugbear Entertainment,0.13,,,,,2012,72.0,6.0
10919,Fallout 4 VR,Role-Playing,,PC,Bethesda Softworks,Bethesda Game Studios,0.13,,,,,2017,,
10931,Deadly 30,Action,,PC,Headup Games,Ignatus Zuk and Gonzalo Villagomez,0.13,,,,,2014,,
10933,ArmA II,Shooter,M,PC,Got Game Entertainment,Bohemia Interactive,0.13,,0.12,,0.02,2009,77.0,7.5
10936,Worms Crazy Golf,Sports,E,PC,Team17 Software,Team17 Software,0.13,,,,,2011,,
10947,18 Wheels of Steel: Extreme Trucker 2,Racing,E,PC,THQ,SCS Software,0.13,0.1,0.02,,0.01,2011,,8.3
10966,Draw a Stickman: EPIC,Adventure,,PC,Hitcents,Hitcents,0.13,,,,,2013,,
10995,The Stronghold Collection,Strategy,T,PC,2K Games,FireFly Studios,0.13,0.04,0.08,,0.01,2009,,
11002,Dragon Age Origins: Awakening,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,0.13,0.01,0.1,,0.02,2010,,
11009,Project CARS,Racing,E,PC,Bandai Namco Games,Slightly Mad Studios,0.13,,0.12,,0.01,2015,83.0,7.1
11018,One Piece: Burning Blood,Fighting,T,PC,Namco Bandai Games,Spike Chunsoft,0.13,,,,,2016,,
11024,Men of War: Vietnam,Strategy,T,PC,1C Company,1C Company,0.13,,,,,2011,68.0,4.9
11026,Call of Duty: Black Ops IIII,Shooter,M,PC,Activision,Treyarch,0.13,0.05,0.07,,0.01,2018,,
11040,Gemini Rue,Adventure,,PC,Wadjet Eye Games,Wadjet Eye Games,0.13,,,,,2011,,
11101,Street Fighter IV,Fighting,T,PC,Capcom,Capcom / Dimps Corporation,0.13,0.07,0.05,,0.02,2009,91.0,8.0
11136,Of Orcs and Men,Action,,PC,Focus Home Interactive,Cyanide Studio,0.13,,,,,2012,,
11140,Dungeons 3,Strategy,T,PC,Kalypso Media,Realmforge Studios,0.13,,,,,2017,,
11153,The Misadventures of P.B. Winterbottom,Puzzle,E,PC,2K Games,The Odd Gentlemen,0.13,,,,,2010,,
11175,Mass Effect: Andromeda,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,0.13,0.04,0.08,,0.01,2017,,
11196,Assassin's Creed II: Deluxe Edition,Action,M,PC,Ubisoft,Ubisoft Montreal,0.13,,0.1,,0.03,2010,,
11203,FlatOut 3: Chaos & Destruction,Racing,,PC,Strategy First,Team 6 Games Studio,0.13,,,,,2011,,
11276,Prototype 2,Action,M,PC,Activision,Radical Entertainment,0.12,0.09,0.03,,0.01,2012,,
11298,Rocket League,Sports,E,PC,Psyonix Studios,Psyonix Studios,0.12,0.03,0.08,,0.01,2015,86.0,8.2
11335,Deponia Doomsday,Adventure,T,PC,Daedalic Entertainment,Daedalic Entertainment,0.12,,,,,2016,,
11444,NBA 2K16,Sports,E10,PC,2K Sports,Visual Concepts,0.12,0.05,0.07,,0.01,2015,,5.7
11453,The Typing of the Dead,Shooter,M,PC,Empire Interactive,Smilebit,0.12,,,,,2001,,
11522,Out of Reach,Action,,PC,Space Boat Studios,Space Boat Studios,0.12,,,,,2018,,
11523,Shufflepuck Cantina Deluxe,Sports,,PC,Agharta Studio,Agharta Studio,0.12,,,,,2013,,
11536,Defend Your Life,Strategy,,PC,Alda Games,Alda Games,0.12,,,,,2015,,
11546,Dead Island: Riptide,Action,M,PC,Deep Silver,Techland,0.12,,,,,2013,61.0,6.0
11547,Swiftly,Platform,,PC,Cleverweek,Cleverweek,0.12,,,,,2016,,
11561,Sudden Strike 4,Strategy,T,PC,Kalypso Media,Kite Games,0.12,,,,,2017,,
11562,Anodyne,Action-Adventure,M,PC,Analgesic Productions,Sean Han Tani,0.12,,,,,2013,,
11571,Akiba's Trip: Undead & Undressed,Action,M,PC,Xseed Games,Acquire,0.12,,,,,2015,,
11572,Akin,Puzzle,,PC,ThinkOfGames,ThinkOfGames,0.12,,,,,2016,,
11575,The chronicles of Emerland. Solitaire.,Puzzle,,PC,Rainbow Games,Rainbow Games,0.12,,,,,2013,,
11577,BlazBlue: Continuum Shift EXTEND,Fighting,T,PC,"H2 Interactive Co., Ltd.",Arc System Works,0.12,,,,,2014,,
11579,Rocksmith,Misc,T,PC,Ubisoft,Ubisoft,0.12,0.07,0.03,,0.01,2012,78.0,8.1
11581,BADLAND: Game of the Year Edition,Action,,PC,Frogmind,Frogmind,0.12,,,,,2015,,
11590,Trucks & Trailers,Simulation,,PC,SCS Software,SCS Software,0.12,,,,,2011,,
11595,Heaven Forest NIGHTS,Action,,PC,Chubby Pixel,Fabio Ferrara,0.12,,,,,2017,,
11598,The Cat Lady,Adventure,,PC,Screen 7,Harvester Games,0.12,,,,,2012,,
11599,Call of Juarez: The Cartel,Shooter,M,PC,Ubisoft,Techland,0.12,0.05,0.05,,0.01,2011,51.0,3.3
11608,Heavy Bullets,Shooter,,PC,Devolver Digital,Terri Vellmann,0.12,,,,,2014,,
11611,Alice: Madness Returns,Adventure,M,PC,Electronic Arts,Spicy Horse,0.12,,0.1,,0.01,2011,75.0,8.4
11628,Shark Attack Deathmatch 2,Action,,PC,Lighthouse Games Studio,Lighthouse Games Studio,0.12,,,,,2015,,
11642,Brother Wings,Shooter,,PC,Brogames,Brogames,0.12,,,,,2017,,
11661,Darkspore,Role-Playing,T,PC,Electronic Arts,Maxis,0.11,0.07,0.03,,0.01,2011,65.0,6.0
11663,Late Shift,Adventure,,PC,Wales Interactive Ltd.,CtrlMovie,0.11,,,,,2017,,
11669,Zen Bound 2,Puzzle,,PC,Secret Exit Ltd.,Secret Exit Ltd.,0.11,,,,,2010,,
11670,Squirbs,Platform,,PC,Team Indev,Team Indev,0.11,,,,,2016,,
11671,Sword Art Online: Hollow Realization,Role-Playing,T,PC,Bandai Namco Entertainment,Aquria,0.11,,,,,2017,,
11672,Dungeons & Dragons: Daggerdale,Role-Playing,,PC,Atari,Bedlam Games,0.11,,,,,2011,,
11673,Garden Rescue: Christmas Edition,Strategy,,PC,Rainbow Games,Rainbow Games,0.11,,,,,2015,,
11684,Samorost 3,Adventure,,PC,Amanita Design,Amanita Design,0.11,,,,,2016,,
11687,INK,Platform,,PC,ZackBellGames,ZackBellGames,0.11,,,,,2015,,
11694,Starpoint Gemini Warlords,Strategy,,PC,Iceberg Interactive,Little Green Men Games,0.11,,,,,2017,,
11709,Farm Together,Simulation,,PC,Milkstone Studios,Milkstone Studios S.L.,0.11,,,,,2018,,
11728,Ice Lakes,Simulation,,PC,Iceflake Studios,Iceflake Studios,0.11,,,,,2016,,
11729,Influent,Education,E,PC,Three Flip Studios,Rob Howland,0.11,,,,,2014,,
11732,20XX,Platform,,PC,Batterystaple Games,Batterystaple Games,0.11,,,,,2017,,
11734,Kingdom Rush Frontiers,Strategy,,PC,Ironhide Game Studio,Ironhide Game Studio,0.11,,,,,2013,,
11737,Fairyland: Incursion,Strategy,,PC,Naarassusi Publisher,Naarassusi Game,0.11,,,,,2016,,
11749,SHENZHEN I/O,Misc,,PC,Zachtronics Industries,Zachtronics Industries,0.11,,,,,2016,,
11751,Arma Tactics,Strategy,,PC,Bohemia Interactive,Bohemia Interactive,0.11,,,,,2013,,
11762,Insanely Twisted Shadow Planet,Action-Adventure,,PC,Microsoft Studios,Shadow Planet Productions,0.11,,,,,2012,,
11765,Alter World,Platform,,PC,Giorgi Abelashvili,Giorgi Abelashvili,0.11,,,,,2015,,
11777,Rebuild 3: Gangs of Deadsville,Strategy,,PC,Northway Games,Northway Games,0.11,,,,,2015,,
11778,Merchants of Kaiden,Strategy,,PC,Forever Entertainment S.A.,Forever Entertainment S.A.,0.11,,,,,2014,,
11780,Hektor,Adventure,,PC,Meridian4,Rubycone Games,0.11,,,,,2015,,
11784,Alchemy Mysteries: Prague Legends,Puzzle,,PC,Jetdogs Studios,Jetdogs Studios,0.11,,,,,2014,,
11786,Cubium Dreams,Puzzle,,PC,Siberian Digital,Igrodelsky,0.11,,,,,2016,,
11787,Legends of Eisenwald,Strategy,,PC,Aterdux Entertainment,Aterdux Entertainment,0.11,,,,,2015,,
11790,Crashlands,Role-Playing,T,PC,Butterscotch Shenanigans,Butterscotch Shenanigans,0.11,,,,,2016,,
11797,Dead State: Reanimated,Role-Playing,,PC,DoubleBear Productions,DoubleBear Productions,0.11,,,,,2014,,
11800,Fairyland: Fairy Power,Strategy,,PC,Naarassusi Publisher,Naarassusi Game,0.11,,,,,2016,,
11808,Submerged,Adventure,,PC,Uppercut Games Pty Ltd,Uppercut Games,0.11,,,,,2015,,
11827,Lost Horizon,Adventure,,PC,Deep Silver,Animation Arts,0.11,,0.1,,0.02,2010,77.0,7.9
11830,Analogue: A Hate Story,Visual Novel,,PC,Love Conquers All Games,Love Conquers All Games,0.11,,,,,2012,,
11842,Intralism,Music,,PC,KHB-Soft,KHB-Soft,0.11,,,,,2016,,
11855,12 Labours of Hercules III: Girl Power,Strategy,,PC,Jetdogs Studios,Jetdogs Studios,0.11,,,,,2015,,
11878,Sparkle 3 Genesis,Simulation,E,PC,Forever Entertainment S.A.,Forever Entertainment S.A.,0.11,,,,,2015,,
11882,Final Fantasy XII: The Zodiac Age,Role-Playing,T,PC,Square Enix,Square Enix,0.11,,,,,2018,,
11884,Game Corp DX,Simulation,,PC,Endless Loop Studios,Endless Loop Studios,0.11,,,,,2015,,
11888,Tank Blast,Action,,PC,Siberian Digital,PowPow,0.11,,,,,2016,,
11892,Bridge Project,Simulation,,PC,THQ Nordic,Halycon Media GmbH & Co. KG,0.11,,,,,2013,,
11898,Staxel,Simulation,,PC,Humble Bundle,Plukit,0.11,,,,,2018,,
11900,UBERMOSH,Action,,PC,Walter Machado,Walter Machado,0.11,,,,,2015,,
11915,Planescape Torment: Enhanced Edition,Role-Playing,,PC,Beamdog,Beamdog,0.11,,,,,2017,,
11932,The King of Fighters 2002: Unlimited Match,Fighting,,PC,SNK,SNK Corporation,0.11,,,,,2015,,
11938,Arma III,Shooter,M,PC,Bohemia Interactive,Bohemia Interactive,0.11,,0.1,,0.01,2013,,
11941,Iron Brigade,Strategy,T,PC,Double Fine Productions,Double Fine Productions,0.11,,,,,2012,,
11956,OlliOlli,Sports,E,PC,Devolver Digital,Roll7,0.11,,,,,2014,,
11963,Flight Control HD,Simulation,,PC,Firemint,Firemint,0.11,,,,,2010,,
11968,Hyperdimension Neptunia U: Action Unleashed,Action,T,PC,Idea Factory International,Compile Heart,0.11,,,,,2016,,
11969,Sword of the Stars II: Enhanced Edition,Strategy,,PC,Paradox Interactive,Kerberos Productions Inc.,0.11,,,,,2012,,
11970,Between Me and The Night,Action-Adventure,,PC,Unknown,RainDance LX,0.11,,,,,2012,,
11971,Oddworld: Munch's Oddysee,Platform,,PC,Oddworld Inhabitants,Oddworld Inhabitants,0.11,,,,,2010,,
11975,A New Beginning,Adventure,,PC,Daedalic Entertainment,Daedalic Entertainment,0.11,,,,,2012,,
11977,Snapshot,Platform,,PC,Retro Affect,Retro Affect,0.11,,,,,2012,,
12002,Sonic Generations,Platform,E,PC,Sega,Sega,0.11,0.02,0.07,,0.02,2011,77.0,8.3
12005,Replica,Visual Novel,,PC,Somi,Somi,0.11,,,,,2016,,
12007,fault - milestone one,Visual Novel,,PC,Sekai Project,ALICE IN DISSONANCE,0.11,,,,,2013,,
12012,Sakura Dungeon,Role-Playing,,PC,Winged Cloud,Winged Cloud,0.11,,,,,2016,,
12022,Vanishing Realms,Role-Playing,,PC,Indimo Labs LLC,Indimo Labs LLC,0.11,,,,,2016,,
12034,Football Manager 2019,Simulation,,PC,Sega,Sports Interactive,0.11,,0.1,,0.01,2018,,
12037,"Cook, Serve, Delicious! 2!!",Simulation,E10,PC,Vertigo Gaming Inc.,Vertigo Gaming Inc.,0.11,,,,,2017,,
12038,TransOcean: The Shipping Company,Simulation,,PC,Astragon,Deck13 Hamburg,0.11,,,,,2014,,
12041,Kairo,Puzzle,,PC,Lupus Studios Limited,Locked Door Puzzle,0.11,,,,,2013,,
12042,A.R.E.S. Extinction Agenda,Platform,,PC,Extend Studio,ORiGO Games,0.11,,,,,2010,,
12045,Heroes of Hammerwatch,Action-Adventure,,PC,Crackshell,Crackshell,0.11,,,,,2018,,
12052,Evil Maze,Action,,PC,ZOV GAME STUDIO,ZOV GAME STUDIO,0.11,,,,,2016,,
12067,Pixel Puzzles 2: Space,Puzzle,,PC,DL Softworks,DL Softworks,0.11,,,,,2016,,
12077,Ace of Words,Puzzle,,PC,Ocean Software,ZeroBit Games,0.11,,,,,2016,,
12088,Mighty No. 9,Platform,E10,PC,Deep Silver,Comcept,0.11,,,,,2016,,
12090,HIVESWAP: ACT 1,Adventure,,PC,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",0.11,,,,,2014,,
12091,Depth Hunter 2: Deep Dive,Simulation,,PC,Biart Design Studio,BiArt,0.11,,,,,2014,,
12093,Chime,Puzzle,,PC,OneBigGame,Zoe Mode,0.11,,,,,2010,,
12094,Dungeon Souls,Action-Adventure,,PC,Black Shell Media,Lamina Studios,0.11,,,,,2016,,
12105,Rome: Total War,Strategy,T,PC,Activision,The Creative Assembly,0.11,,0.09,,0.01,2004,92.0,9.1
12116,SimAirport,Simulation,,PC,LVGameDev LLC,LVGameDev LLC,0.11,,,,,2017,,
12130,Pro Evolution Soccer 2014,Sports,E,PC,Konami Digital Entertainment,Konami,0.11,,0.1,,0.01,2013,74.0,4.4
12134,Cities XXL,Simulation,,PC,Focus Home Interactive,Focus Home Interactive,0.11,,,,,2015,,
12147,QUBIC,Puzzle,,PC,Rock Path Collective,Triple-Star Studio,0.11,,,,,2016,,
12152,Alpacapaca Dash,Platform,,PC,Synnergy Circle Games,Synnergy Circle Games,0.11,,,,,2017,,
12165,Stronghold Kingdoms,Strategy,,PC,DTP Entertainment,FireFly Studios,0.1,,0.1,,0.01,2011,75.0,4.9
12170,Jackal,Adventure,,PC,Peace,Peace,0.1,,,,,2016,,
12176,GRUZCHIK,Puzzle,,PC,Unknown,Unknown,0.1,,,,,2017,,
12182,Darkness Assault,Action,,PC,Black Lime Studio,Black Lime Studio,0.1,,,,,2015,,
12195,Battleplan: American Civil War,Strategy,,PC,Kiss,The Mustard Corporation,0.1,,,,,2014,,
12211,Tom Clancy's Splinter Cell: Conviction,Action,M,PC,Ubisoft,Ubisoft Montreal,0.1,,0.08,,0.02,2010,83.0,5.2
12217,Putrefaction,Shooter,,PC,Kazakov Oleg,Kazakov Oleg,0.1,,,,,2015,,
12221,Monster Prom,Simulation,,PC,Those Awesome Guys,Beautiful Glitch,0.1,,,,,2018,,
12224,Rusty Lake: Roots,Adventure,,PC,Rusty Lake,Rusty Lake,0.1,,,,,2016,,
12229,AXYOS,Shooter,,PC,Axyos Games,Axyos Games,0.1,,,,,2018,,
12240,Albert and Otto,Platform,,PC,K Bros Games,K Bros Games,0.1,,,,,2015,,
12242,Everything,Simulation,,PC,Double Fine Presents,David OReilly,0.1,,,,,2017,,
12246,Little Racers STREET,Racing,,PC,Milkstone Studios,Milkstone Studios S.L.,0.1,,,,,2014,,
12254,Final Fantasy VI,Role-Playing,,PC,Square Enix,Square Enix,0.1,,,,,2015,,
12261,Orbt XL,Misc,,PC,Nickervision Studios,Nickervision Studios,0.1,,,,,2017,,
12267,Valhalla Hills,Strategy,,PC,Daedalic Entertainment,Funatics Software,0.1,,,,,2015,,
12270,Midsummer Night,Adventure,,PC,Siberian Digital,Everlasting Fantasy,0.1,,,,,2016,,
12280,The Book of Unwritten Tales,Adventure,T,PC,DreamCatcher Interactive,KING Art Games,0.1,0.0,0.08,,0.02,2011,82.0,8.2
12283,Adventures of Shuggy,Platform,E,PC,Smudged Cat Games,Smudged Cat Games,0.1,,,,,2012,,
12285,Cargo Commander,Platform,,PC,Missing Link Games,Serious Brew,0.1,,,,,2012,,
12288,Devil Daggers,Shooter,,PC,Sorath,Sorath,0.1,,,,,2016,,
12290,Gloria Victis,MMO,,PC,Black Eye Games,Black Eye Games,0.1,,,,,2016,,
12295,Bloop Reloaded,Simulation,,PC,Kiss,2SD,0.1,,,,,2015,,
12298,Age of Steel: Recharge,Strategy,,PC,Quaint Emerald,Quaint Emerald,0.1,,,,,2016,,
12305,iBomber Defense Pacific,Strategy,,PC,Cobra Mobile,Cobra Mobile,0.1,,,,,2012,,
12306,Hexcells Infinite,Puzzle,,PC,Matthew Brown,Matthew Brown,0.1,,,,,2014,,
12311,Z,Strategy,,PC,Virgin Interactive,Bitmap Brothers,0.1,,,,,1996,,
12324,Homeworld: Deserts of Kharak,Strategy,,PC,Gearbox Publishing,Blackbird Interactive,0.1,,,,,2016,,
12346,Life Beetle,Action,,PC,Dagestan Technology,Grizlikyt,0.1,,,,,2017,,
12347,LiEat,Role-Playing,,PC,AGM Playism,Miwashiba,0.1,,,,,2016,,
12358,Salt,Adventure,,PC,Lavaboots Studios,Lavaboots Studios,0.1,,,,,2018,,
12360,aMAZE,Puzzle,,PC,Blender Games,Blender Games,0.1,,,,,2017,,
12362,Assassin's Creed: Rogue,Action,M,PC,Ubisoft,Ubisoft Sofia,0.1,0.07,0.02,,0.01,2015,74.0,7.5
12369,Knights of Pen and Paper 2,Role-Playing,,PC,Paradox Interactive,Kyy Games,0.1,,,,,2015,,
12376,BallisticNG,Racing,,PC,Neognosis,Neognosis,0.1,,,,,2018,,
12388,Harry Potter and the Deathly Hallows - Part 1,Action,T,PC,Electronic Arts,EA Bright Light,0.1,0.08,0.02,,0.01,2010,37.0,4.1
12398,Space Pirates And Zombies 2,Strategy,,PC,MinMax Games Ltd.,MinMax Games Ltd.,0.1,,,,,2017,,
12400,Deathtrap,Action,,PC,NeocoreGames,Neocore Games,0.1,,,,,2015,,
12413,Retrovirus,Shooter,,PC,Cadenza Interactive,Cadenza Interactive,0.1,,,,,2013,,
12422,Blackguards 2,Strategy,M,PC,Daedalic Entertainment,Daedalic Entertainment,0.1,,,,,2015,,
12425,Rento Fortune - Online Dice Board Game,Misc,,PC,LAN - GAMES EOOD,LAN - GAMES EOOD,0.1,,,,,2017,,
12428,The Technomancer,Role-Playing,M,PC,Focus Home Interactive,Spiders,0.1,,,,,2016,56.0,6.8
12429,Agony,Action,,PC,PlayWay,Madmind Studio,0.1,,,,,2018,,
12431,Ankh,Adventure,T,PC,Viva Media,DECK13 Interactive,0.1,,,,,2006,,
12433,Europa 1400: The Guild,Simulation,T,PC,JoWood Productions,4HEAD Studios,0.1,,,,,2002,,
12489,"Warhammer 40,000: Dawn of War II - Chaos Rising",Strategy,M,PC,THQ,Relic,0.1,0.08,0.01,,0.01,2010,,
12498,Harry Potter and the Deathly Hallows - Part 2,Action,E10,PC,Electronic Arts,EA Bright Light,0.1,0.05,0.04,,0.01,2011,43.0,5.0
